path,top1,confidence
data/fer2013/test/angry/PrivateTest_20887918.jpg,5,0.795541
data/fer2013/test/angry/PrivateTest_20953901.jpg,5,0.347303
data/fer2013/test/angry/PrivateTest_21042434.jpg,5,0.392418
data/fer2013/test/angry/PrivateTest_21230097.jpg,5,0.255617
data/fer2013/test/angry/PrivateTest_21734875.jpg,5,0.423482
data/fer2013/test/angry/PrivateTest_22091765.jpg,6,0.649639
data/fer2013/test/angry/PrivateTest_22126718.jpg,5,0.472334
data/fer2013/test/angry/PrivateTest_22203098.jpg,3,0.741022
data/fer2013/test/angry/PrivateTest_22419133.jpg,2,0.516717
data/fer2013/test/angry/PrivateTest_22793925.jpg,3,0.452564
data/fer2013/test/angry/PrivateTest_22908984.jpg,2,0.764025
data/fer2013/test/angry/PrivateTest_23120934.jpg,0,0.810606
data/fer2013/test/angry/PrivateTest_23190617.jpg,3,0.329383
data/fer2013/test/angry/PrivateTest_2328297.jpg,5,0.489406
data/fer2013/test/angry/PrivateTest_23751697.jpg,3,0.473989
data/fer2013/test/angry/PrivateTest_24139016.jpg,0,0.575653
data/fer2013/test/angry/PrivateTest_24550940.jpg,2,0.270182
data/fer2013/test/angry/PrivateTest_24569157.jpg,0,0.504600
data/fer2013/test/angry/PrivateTest_24606826.jpg,3,0.404708
data/fer2013/test/angry/PrivateTest_24760870.jpg,5,0.738625
data/fer2013/test/angry/PrivateTest_25146065.jpg,0,0.636598
data/fer2013/test/angry/PrivateTest_25332527.jpg,5,0.468784
data/fer2013/test/angry/PrivateTest_25803660.jpg,3,0.375091
data/fer2013/test/angry/PrivateTest_25922801.jpg,4,0.267442
data/fer2013/test/angry/PrivateTest_25924075.jpg,3,0.404790
data/fer2013/test/angry/PrivateTest_26149470.jpg,3,0.662719
data/fer2013/test/angry/PrivateTest_2642370.jpg,4,0.348546
data/fer2013/test/angry/PrivateTest_26530508.jpg,3,0.539951
data/fer2013/test/angry/PrivateTest_26560060.jpg,0,0.498565
data/fer2013/test/angry/PrivateTest_26784100.jpg,3,0.685797
data/fer2013/test/angry/PrivateTest_26910183.jpg,5,0.536494
data/fer2013/test/angry/PrivateTest_27063807.jpg,0,0.366486
data/fer2013/test/angry/PrivateTest_27211238.jpg,0,0.377780
data/fer2013/test/angry/PrivateTest_27212219.jpg,5,0.507741
data/fer2013/test/angry/PrivateTest_27275324.jpg,0,0.358449
data/fer2013/test/angry/PrivateTest_27381014.jpg,0,0.583175
data/fer2013/test/angry/PrivateTest_27425934.jpg,5,0.553116
data/fer2013/test/angry/PrivateTest_27681985.jpg,0,0.380015
data/fer2013/test/angry/PrivateTest_27729759.jpg,0,0.815718
data/fer2013/test/angry/PrivateTest_2775163.jpg,0,0.500230
data/fer2013/test/angry/PrivateTest_27811265.jpg,3,0.764483
data/fer2013/test/angry/PrivateTest_28003761.jpg,4,0.360378
data/fer2013/test/angry/PrivateTest_28291041.jpg,6,0.845853
data/fer2013/test/angry/PrivateTest_28463343.jpg,0,0.890151
data/fer2013/test/angry/PrivateTest_28761796.jpg,0,0.913075
data/fer2013/test/angry/PrivateTest_2913776.jpg,4,0.354637
data/fer2013/test/angry/PrivateTest_29273805.jpg,5,0.807563
data/fer2013/test/angry/PrivateTest_29624948.jpg,6,0.363997
data/fer2013/test/angry/PrivateTest_29626348.jpg,0,0.802819
data/fer2013/test/angry/PrivateTest_29669680.jpg,0,0.581448
data/fer2013/test/angry/PrivateTest_29755784.jpg,5,0.617915
data/fer2013/test/angry/PrivateTest_30069587.jpg,6,0.394290
data/fer2013/test/angry/PrivateTest_30620747.jpg,2,0.521929
data/fer2013/test/angry/PrivateTest_30802398.jpg,5,0.395285
data/fer2013/test/angry/PrivateTest_30853783.jpg,3,0.328430
data/fer2013/test/angry/PrivateTest_31013095.jpg,4,0.485881
data/fer2013/test/angry/PrivateTest_31103368.jpg,0,0.811995
data/fer2013/test/angry/PrivateTest_31265438.jpg,5,0.433148
data/fer2013/test/angry/PrivateTest_31352702.jpg,3,0.508069
data/fer2013/test/angry/PrivateTest_31554607.jpg,5,0.568560
data/fer2013/test/angry/PrivateTest_31560766.jpg,5,0.285276
data/fer2013/test/angry/PrivateTest_32282421.jpg,5,0.518714
data/fer2013/test/angry/PrivateTest_32298306.jpg,0,0.661561
data/fer2013/test/angry/PrivateTest_33031857.jpg,0,0.557845
data/fer2013/test/angry/PrivateTest_3309033.jpg,5,0.513400
data/fer2013/test/angry/PrivateTest_33237326.jpg,3,0.335708
data/fer2013/test/angry/PrivateTest_33363783.jpg,0,0.356900
data/fer2013/test/angry/PrivateTest_33469617.jpg,5,0.536006
data/fer2013/test/angry/PrivateTest_33585800.jpg,4,0.470681
data/fer2013/test/angry/PrivateTest_33643985.jpg,0,0.939901
data/fer2013/test/angry/PrivateTest_33725180.jpg,4,0.628962
data/fer2013/test/angry/PrivateTest_33746988.jpg,0,0.735896
data/fer2013/test/angry/PrivateTest_33861977.jpg,0,0.621175
data/fer2013/test/angry/PrivateTest_33951605.jpg,3,0.417211
data/fer2013/test/angry/PrivateTest_3411628.jpg,5,0.447775
data/fer2013/test/angry/PrivateTest_35186407.jpg,6,0.492541
data/fer2013/test/angry/PrivateTest_35198928.jpg,5,0.319337
data/fer2013/test/angry/PrivateTest_35600895.jpg,3,0.424507
data/fer2013/test/angry/PrivateTest_35694338.jpg,5,0.435611
data/fer2013/test/angry/PrivateTest_35759444.jpg,0,0.929348
data/fer2013/test/angry/PrivateTest_36424712.jpg,3,0.742729
data/fer2013/test/angry/PrivateTest_36922838.jpg,0,0.507767
data/fer2013/test/angry/PrivateTest_36962979.jpg,2,0.232269
data/fer2013/test/angry/PrivateTest_37179185.jpg,5,0.381162
data/fer2013/test/angry/PrivateTest_37308382.jpg,5,0.259834
data/fer2013/test/angry/PrivateTest_37336573.jpg,4,0.277178
data/fer2013/test/angry/PrivateTest_37530605.jpg,3,0.322607
data/fer2013/test/angry/PrivateTest_37547773.jpg,0,0.423741
data/fer2013/test/angry/PrivateTest_37577558.jpg,5,0.571073
data/fer2013/test/angry/PrivateTest_37743545.jpg,3,0.419039
data/fer2013/test/angry/PrivateTest_37769125.jpg,3,0.251458
data/fer2013/test/angry/PrivateTest_37900016.jpg,5,0.622010
data/fer2013/test/angry/PrivateTest_38456003.jpg,2,0.479215
data/fer2013/test/angry/PrivateTest_38754185.jpg,2,0.448379
data/fer2013/test/angry/PrivateTest_38910565.jpg,5,0.527456
data/fer2013/test/angry/PrivateTest_38920534.jpg,5,0.419279
data/fer2013/test/angry/PrivateTest_38961013.jpg,0,0.488201
data/fer2013/test/angry/PrivateTest_39390808.jpg,4,0.323792
data/fer2013/test/angry/PrivateTest_39402661.jpg,0,0.826957
data/fer2013/test/angry/PrivateTest_39470132.jpg,3,0.414939
data/fer2013/test/angry/PrivateTest_39543592.jpg,3,0.411382
data/fer2013/test/angry/PrivateTest_39621454.jpg,3,0.664518
data/fer2013/test/angry/PrivateTest_39884579.jpg,5,0.273794
data/fer2013/test/angry/PrivateTest_40087698.jpg,4,0.282765
data/fer2013/test/angry/PrivateTest_40303500.jpg,5,0.468984
data/fer2013/test/angry/PrivateTest_40516774.jpg,5,0.555468
data/fer2013/test/angry/PrivateTest_41125468.jpg,0,0.382500
data/fer2013/test/angry/PrivateTest_4115089.jpg,5,0.496751
data/fer2013/test/angry/PrivateTest_41153916.jpg,0,0.826540
data/fer2013/test/angry/PrivateTest_41160347.jpg,3,0.229937
data/fer2013/test/angry/PrivateTest_41252401.jpg,0,0.350016
data/fer2013/test/angry/PrivateTest_4129990.jpg,2,0.559126
data/fer2013/test/angry/PrivateTest_41308674.jpg,3,0.266663
data/fer2013/test/angry/PrivateTest_4133015.jpg,3,0.370693
data/fer2013/test/angry/PrivateTest_41474527.jpg,5,0.601778
data/fer2013/test/angry/PrivateTest_41546093.jpg,3,0.277266
data/fer2013/test/angry/PrivateTest_41930252.jpg,0,0.723416
data/fer2013/test/angry/PrivateTest_42117104.jpg,0,0.482860
data/fer2013/test/angry/PrivateTest_42247290.jpg,3,0.660772
data/fer2013/test/angry/PrivateTest_42348080.jpg,3,0.596380
data/fer2013/test/angry/PrivateTest_42359647.jpg,6,0.510288
data/fer2013/test/angry/PrivateTest_43108598.jpg,0,0.888575
data/fer2013/test/angry/PrivateTest_43530807.jpg,0,0.559837
data/fer2013/test/angry/PrivateTest_43537573.jpg,5,0.528199
data/fer2013/test/angry/PrivateTest_43692546.jpg,0,0.577564
data/fer2013/test/angry/PrivateTest_44118054.jpg,2,0.456082
data/fer2013/test/angry/PrivateTest_44351620.jpg,5,0.493912
data/fer2013/test/angry/PrivateTest_44437242.jpg,0,0.515809
data/fer2013/test/angry/PrivateTest_44746016.jpg,5,0.294995
data/fer2013/test/angry/PrivateTest_44751991.jpg,5,0.376099
data/fer2013/test/angry/PrivateTest_44883021.jpg,4,0.555432
data/fer2013/test/angry/PrivateTest_44923343.jpg,5,0.456378
data/fer2013/test/angry/PrivateTest_45026818.jpg,3,0.831511
data/fer2013/test/angry/PrivateTest_45318466.jpg,0,0.508560
data/fer2013/test/angry/PrivateTest_45595830.jpg,5,0.349198
data/fer2013/test/angry/PrivateTest_45664220.jpg,6,0.473853
data/fer2013/test/angry/PrivateTest_45986528.jpg,3,0.576979
data/fer2013/test/angry/PrivateTest_46067064.jpg,4,0.671738
data/fer2013/test/angry/PrivateTest_46244877.jpg,6,0.415691
data/fer2013/test/angry/PrivateTest_46256137.jpg,3,0.723738
data/fer2013/test/angry/PrivateTest_46407735.jpg,6,0.400344
data/fer2013/test/angry/PrivateTest_46420872.jpg,5,0.379274
data/fer2013/test/angry/PrivateTest_46589085.jpg,5,0.512943
data/fer2013/test/angry/PrivateTest_46881419.jpg,4,0.336330
data/fer2013/test/angry/PrivateTest_4690573.jpg,0,0.362247
data/fer2013/test/angry/PrivateTest_46956721.jpg,4,0.390077
data/fer2013/test/angry/PrivateTest_47230287.jpg,4,0.799693
data/fer2013/test/angry/PrivateTest_47664873.jpg,5,0.398571
data/fer2013/test/angry/PrivateTest_47881235.jpg,0,0.510308
data/fer2013/test/angry/PrivateTest_48166716.jpg,0,0.700297
data/fer2013/test/angry/PrivateTest_48468437.jpg,3,0.685909
data/fer2013/test/angry/PrivateTest_48563390.jpg,6,0.751903
data/fer2013/test/angry/PrivateTest_48643898.jpg,3,0.261786
data/fer2013/test/angry/PrivateTest_48663603.jpg,5,0.231411
data/fer2013/test/angry/PrivateTest_48857929.jpg,0,0.446865
data/fer2013/test/angry/PrivateTest_48885767.jpg,5,0.623009
data/fer2013/test/angry/PrivateTest_48897228.jpg,0,0.431240
data/fer2013/test/angry/PrivateTest_48929571.jpg,0,0.392278
data/fer2013/test/angry/PrivateTest_49253639.jpg,0,0.618849
data/fer2013/test/angry/PrivateTest_49383844.jpg,4,0.329753
data/fer2013/test/angry/PrivateTest_50057556.jpg,0,0.504856
data/fer2013/test/angry/PrivateTest_50202544.jpg,3,0.252316
data/fer2013/test/angry/PrivateTest_50458423.jpg,4,0.283368
data/fer2013/test/angry/PrivateTest_50479717.jpg,0,0.667555
data/fer2013/test/angry/PrivateTest_50558991.jpg,5,0.407027
data/fer2013/test/angry/PrivateTest_50685265.jpg,0,0.558906
data/fer2013/test/angry/PrivateTest_50964645.jpg,2,0.570904
data/fer2013/test/angry/PrivateTest_51023332.jpg,5,0.346745
data/fer2013/test/angry/PrivateTest_51289612.jpg,5,0.527646
data/fer2013/test/angry/PrivateTest_51551462.jpg,0,0.401320
data/fer2013/test/angry/PrivateTest_51610150.jpg,3,0.360796
data/fer2013/test/angry/PrivateTest_51662301.jpg,0,0.765818
data/fer2013/test/angry/PrivateTest_51716447.jpg,0,0.285465
data/fer2013/test/angry/PrivateTest_51910300.jpg,3,0.359377
data/fer2013/test/angry/PrivateTest_5216477.jpg,5,0.528335
data/fer2013/test/angry/PrivateTest_52423878.jpg,5,0.491514
data/fer2013/test/angry/PrivateTest_52532461.jpg,3,0.718329
data/fer2013/test/angry/PrivateTest_52601919.jpg,2,0.390195
data/fer2013/test/angry/PrivateTest_52838636.jpg,5,0.411447
data/fer2013/test/angry/PrivateTest_52922759.jpg,3,0.493945
data/fer2013/test/angry/PrivateTest_53657743.jpg,4,0.542958
data/fer2013/test/angry/PrivateTest_53931951.jpg,3,0.861320
data/fer2013/test/angry/PrivateTest_54071578.jpg,6,0.768314
data/fer2013/test/angry/PrivateTest_54096394.jpg,4,0.544876
data/fer2013/test/angry/PrivateTest_54106900.jpg,5,0.514820
data/fer2013/test/angry/PrivateTest_54204181.jpg,2,0.645124
data/fer2013/test/angry/PrivateTest_54388384.jpg,2,0.474835
data/fer2013/test/angry/PrivateTest_54624150.jpg,4,0.444523
data/fer2013/test/angry/PrivateTest_55564530.jpg,2,0.467532
data/fer2013/test/angry/PrivateTest_55732114.jpg,0,0.338931
data/fer2013/test/angry/PrivateTest_55949412.jpg,4,0.337230
data/fer2013/test/angry/PrivateTest_55964197.jpg,4,0.281656
data/fer2013/test/angry/PrivateTest_55994277.jpg,3,0.635452
data/fer2013/test/angry/PrivateTest_56252993.jpg,0,0.523248
data/fer2013/test/angry/PrivateTest_56303739.jpg,5,0.335653
data/fer2013/test/angry/PrivateTest_56445474.jpg,0,0.386125
data/fer2013/test/angry/PrivateTest_56780735.jpg,0,0.469965
data/fer2013/test/angry/PrivateTest_56782878.jpg,3,0.274391
data/fer2013/test/angry/PrivateTest_56890397.jpg,2,0.410545
data/fer2013/test/angry/PrivateTest_57176772.jpg,2,0.338561
data/fer2013/test/angry/PrivateTest_57926270.jpg,5,0.677659
data/fer2013/test/angry/PrivateTest_57931479.jpg,2,0.479492
data/fer2013/test/angry/PrivateTest_58001197.jpg,3,0.613347
data/fer2013/test/angry/PrivateTest_58143145.jpg,4,0.300645
data/fer2013/test/angry/PrivateTest_58466317.jpg,5,0.596422
data/fer2013/test/angry/PrivateTest_58505191.jpg,3,0.535337
data/fer2013/test/angry/PrivateTest_58992250.jpg,0,0.618223
data/fer2013/test/angry/PrivateTest_59389857.jpg,5,0.399408
data/fer2013/test/angry/PrivateTest_59490446.jpg,5,0.408549
data/fer2013/test/angry/PrivateTest_59863633.jpg,0,0.476256
data/fer2013/test/angry/PrivateTest_59881597.jpg,5,0.478631
data/fer2013/test/angry/PrivateTest_60004785.jpg,5,0.549890
data/fer2013/test/angry/PrivateTest_60168295.jpg,2,0.317209
data/fer2013/test/angry/PrivateTest_60331811.jpg,3,0.340763
data/fer2013/test/angry/PrivateTest_60498147.jpg,3,0.546528
data/fer2013/test/angry/PrivateTest_6097367.jpg,2,0.372210
data/fer2013/test/angry/PrivateTest_60990713.jpg,0,0.425060
data/fer2013/test/angry/PrivateTest_61043821.jpg,0,0.563724
data/fer2013/test/angry/PrivateTest_61094135.jpg,3,0.354075
data/fer2013/test/angry/PrivateTest_61118112.jpg,6,0.773454
data/fer2013/test/angry/PrivateTest_61683353.jpg,0,0.572088
data/fer2013/test/angry/PrivateTest_61911448.jpg,5,0.436846
data/fer2013/test/angry/PrivateTest_61945193.jpg,5,0.373711
data/fer2013/test/angry/PrivateTest_62009733.jpg,3,0.830016
data/fer2013/test/angry/PrivateTest_62018710.jpg,3,0.342674
data/fer2013/test/angry/PrivateTest_62042844.jpg,5,0.397066
data/fer2013/test/angry/PrivateTest_62105894.jpg,5,0.502247
data/fer2013/test/angry/PrivateTest_62110213.jpg,5,0.389961
data/fer2013/test/angry/PrivateTest_62257937.jpg,3,0.387056
data/fer2013/test/angry/PrivateTest_62268762.jpg,2,0.432860
data/fer2013/test/angry/PrivateTest_62338980.jpg,5,0.459616
data/fer2013/test/angry/PrivateTest_62397768.jpg,5,0.683942
data/fer2013/test/angry/PrivateTest_62524431.jpg,0,0.548300
data/fer2013/test/angry/PrivateTest_62630976.jpg,5,0.445917
data/fer2013/test/angry/PrivateTest_62900390.jpg,4,0.411642
data/fer2013/test/angry/PrivateTest_63127439.jpg,0,0.404394
data/fer2013/test/angry/PrivateTest_63627829.jpg,0,0.661789
data/fer2013/test/angry/PrivateTest_63729606.jpg,0,0.750789
data/fer2013/test/angry/PrivateTest_64021465.jpg,5,0.456096
data/fer2013/test/angry/PrivateTest_64130863.jpg,2,0.366739
data/fer2013/test/angry/PrivateTest_64157579.jpg,5,0.410109
data/fer2013/test/angry/PrivateTest_6420283.jpg,5,0.469334
data/fer2013/test/angry/PrivateTest_64728949.jpg,0,0.548466
data/fer2013/test/angry/PrivateTest_64746023.jpg,5,0.338863
data/fer2013/test/angry/PrivateTest_64927607.jpg,3,0.622812
data/fer2013/test/angry/PrivateTest_64954005.jpg,0,0.690987
data/fer2013/test/angry/PrivateTest_65112072.jpg,0,0.406808
data/fer2013/test/angry/PrivateTest_65714191.jpg,2,0.587715
data/fer2013/test/angry/PrivateTest_65716682.jpg,4,0.239122
data/fer2013/test/angry/PrivateTest_65810483.jpg,5,0.494303
data/fer2013/test/angry/PrivateTest_65816712.jpg,0,0.718900
data/fer2013/test/angry/PrivateTest_65902387.jpg,0,0.848037
data/fer2013/test/angry/PrivateTest_65940639.jpg,0,0.251735
data/fer2013/test/angry/PrivateTest_66494063.jpg,5,0.440869
data/fer2013/test/angry/PrivateTest_66535975.jpg,5,0.475836
data/fer2013/test/angry/PrivateTest_66644428.jpg,5,0.730930
data/fer2013/test/angry/PrivateTest_66705645.jpg,6,0.608848
data/fer2013/test/angry/PrivateTest_66928656.jpg,0,0.430817
data/fer2013/test/angry/PrivateTest_67252628.jpg,3,0.554256
data/fer2013/test/angry/PrivateTest_67702983.jpg,0,0.671614
data/fer2013/test/angry/PrivateTest_68156545.jpg,2,0.479215
data/fer2013/test/angry/PrivateTest_68166022.jpg,0,0.254905
data/fer2013/test/angry/PrivateTest_68333170.jpg,6,0.283202
data/fer2013/test/angry/PrivateTest_68356234.jpg,5,0.347540
data/fer2013/test/angry/PrivateTest_68462643.jpg,0,0.393186
data/fer2013/test/angry/PrivateTest_68557811.jpg,5,0.383548
data/fer2013/test/angry/PrivateTest_68625027.jpg,3,0.798150
data/fer2013/test/angry/PrivateTest_69389869.jpg,0,0.501529
data/fer2013/test/angry/PrivateTest_69615683.jpg,5,0.389093
data/fer2013/test/angry/PrivateTest_69720002.jpg,5,0.492421
data/fer2013/test/angry/PrivateTest_69727437.jpg,4,0.478224
data/fer2013/test/angry/PrivateTest_69790470.jpg,2,0.321227
data/fer2013/test/angry/PrivateTest_69886581.jpg,4,0.331803
data/fer2013/test/angry/PrivateTest_70053829.jpg,5,0.311360
data/fer2013/test/angry/PrivateTest_70112594.jpg,0,0.819705
data/fer2013/test/angry/PrivateTest_70570336.jpg,2,0.391123
data/fer2013/test/angry/PrivateTest_70603110.jpg,5,0.590032
data/fer2013/test/angry/PrivateTest_70837533.jpg,3,0.747491
data/fer2013/test/angry/PrivateTest_71268050.jpg,5,0.610614
data/fer2013/test/angry/PrivateTest_71295423.jpg,5,0.385097
data/fer2013/test/angry/PrivateTest_71429384.jpg,4,0.345485
data/fer2013/test/angry/PrivateTest_71947816.jpg,0,0.287103
data/fer2013/test/angry/PrivateTest_72495721.jpg,0,0.341378
data/fer2013/test/angry/PrivateTest_73119240.jpg,0,0.448146
data/fer2013/test/angry/PrivateTest_73130508.jpg,4,0.273496
data/fer2013/test/angry/PrivateTest_731447.jpg,5,0.567350
data/fer2013/test/angry/PrivateTest_73170949.jpg,5,0.545025
data/fer2013/test/angry/PrivateTest_73408654.jpg,0,0.494964
data/fer2013/test/angry/PrivateTest_73419397.jpg,5,0.587174
data/fer2013/test/angry/PrivateTest_73809809.jpg,0,0.605690
data/fer2013/test/angry/PrivateTest_73860110.jpg,0,0.842197
data/fer2013/test/angry/PrivateTest_73918107.jpg,0,0.248786
data/fer2013/test/angry/PrivateTest_73956607.jpg,0,0.438000
data/fer2013/test/angry/PrivateTest_74063382.jpg,5,0.487599
data/fer2013/test/angry/PrivateTest_74178058.jpg,5,0.584905
data/fer2013/test/angry/PrivateTest_74436169.jpg,5,0.345868
data/fer2013/test/angry/PrivateTest_74906280.jpg,4,0.414576
data/fer2013/test/angry/PrivateTest_75218231.jpg,5,0.458176
data/fer2013/test/angry/PrivateTest_75250209.jpg,4,0.545785
data/fer2013/test/angry/PrivateTest_7543291.jpg,5,0.387054
data/fer2013/test/angry/PrivateTest_75439838.jpg,2,0.263745
data/fer2013/test/angry/PrivateTest_75806988.jpg,0,0.574775
data/fer2013/test/angry/PrivateTest_7588358.jpg,4,0.452422
data/fer2013/test/angry/PrivateTest_7589926.jpg,6,0.448813
data/fer2013/test/angry/PrivateTest_7622844.jpg,3,0.307467
data/fer2013/test/angry/PrivateTest_76242706.jpg,5,0.277417
data/fer2013/test/angry/PrivateTest_76550689.jpg,5,0.438339
data/fer2013/test/angry/PrivateTest_76832798.jpg,5,0.483352
data/fer2013/test/angry/PrivateTest_76837327.jpg,5,0.419218
data/fer2013/test/angry/PrivateTest_76880087.jpg,3,0.531790
data/fer2013/test/angry/PrivateTest_77007111.jpg,5,0.380716
data/fer2013/test/angry/PrivateTest_77114722.jpg,2,0.440907
data/fer2013/test/angry/PrivateTest_77134887.jpg,3,0.392406
data/fer2013/test/angry/PrivateTest_77446000.jpg,0,0.535919
data/fer2013/test/angry/PrivateTest_77773648.jpg,2,0.547240
data/fer2013/test/angry/PrivateTest_77781106.jpg,4,0.359187
data/fer2013/test/angry/PrivateTest_7783111.jpg,2,0.454608
data/fer2013/test/angry/PrivateTest_78045498.jpg,2,0.407725
data/fer2013/test/angry/PrivateTest_78158043.jpg,0,0.331208
data/fer2013/test/angry/PrivateTest_7833671.jpg,4,0.385655
data/fer2013/test/angry/PrivateTest_79141944.jpg,5,0.430846
data/fer2013/test/angry/PrivateTest_79419543.jpg,4,0.408062
data/fer2013/test/angry/PrivateTest_7969511.jpg,0,0.669517
data/fer2013/test/angry/PrivateTest_7977596.jpg,3,0.278408
data/fer2013/test/angry/PrivateTest_80005081.jpg,5,0.408350
data/fer2013/test/angry/PrivateTest_80153374.jpg,5,0.486934
data/fer2013/test/angry/PrivateTest_80493061.jpg,3,0.432928
data/fer2013/test/angry/PrivateTest_80645015.jpg,2,0.479215
data/fer2013/test/angry/PrivateTest_80741454.jpg,2,0.460691
data/fer2013/test/angry/PrivateTest_8109968.jpg,5,0.549152
data/fer2013/test/angry/PrivateTest_81470485.jpg,0,0.417685
data/fer2013/test/angry/PrivateTest_8186613.jpg,0,0.405624
data/fer2013/test/angry/PrivateTest_81957564.jpg,2,0.331812
data/fer2013/test/angry/PrivateTest_82666968.jpg,0,0.511587
data/fer2013/test/angry/PrivateTest_82725382.jpg,5,0.526273
data/fer2013/test/angry/PrivateTest_8276334.jpg,5,0.584670
data/fer2013/test/angry/PrivateTest_82822639.jpg,0,0.267384
data/fer2013/test/angry/PrivateTest_82837122.jpg,0,0.571783
data/fer2013/test/angry/PrivateTest_82849971.jpg,5,0.460300
data/fer2013/test/angry/PrivateTest_82869856.jpg,5,0.490577
data/fer2013/test/angry/PrivateTest_83094105.jpg,0,0.690430
data/fer2013/test/angry/PrivateTest_8328778.jpg,4,0.419686
data/fer2013/test/angry/PrivateTest_83425567.jpg,3,0.330693
data/fer2013/test/angry/PrivateTest_83885737.jpg,5,0.357543
data/fer2013/test/angry/PrivateTest_84105442.jpg,0,0.561864
data/fer2013/test/angry/PrivateTest_84211245.jpg,2,0.316884
data/fer2013/test/angry/PrivateTest_84324988.jpg,2,0.486947
data/fer2013/test/angry/PrivateTest_85003347.jpg,4,0.499893
data/fer2013/test/angry/PrivateTest_85837893.jpg,4,0.549038
data/fer2013/test/angry/PrivateTest_86017870.jpg,0,0.556615
data/fer2013/test/angry/PrivateTest_86408178.jpg,0,0.796669
data/fer2013/test/angry/PrivateTest_86483004.jpg,5,0.526690
